ID,MASS,TYPE,NAME,ENGINE,LAUNCH,LENGTH,ORIGIN,WEIGHT,WARHEAD,DESIGNED,DIAMETER,GUIDANCE,PROPELLANT
243,"3,150 lb (1.43 t; 1.58 short tons)",Self-contained missile launch system,XM501 Non-Line-of-Sight Launch System,,Non-Line-of-Sight Launch System,45 in (1.1 m),United States,Mark 54 Light Torpedo,,,,,
247,,Intercontinental ballistic missile,LGM-35 Sentinel,Three-tage olid-fuel rocket,Missile silo,,United States,,"W87 mod 0 thermonuclear warhead (300 kilotons of TNT (1,300 TJ)) W87 mod 1 thermonuclear warhead (unknown yield)[2]",,,astro-inertial + GPS,
250,"29,000 lb (13,100 kg)",Anti-ballistic missile,LIM-49 Spartan,1t Stage: Thiokol TX-500 (2200 kN);2nd Stage: Thiokol TX-454;3rd Stage: Thiokol TX-239,Silo,55 ft 2 in (16.8 m),United States,,W71 nuclear; 5 megatonnes of TNT (21 PJ),,3 ft 7 in (1.08 m),Radio command,Solid fuel
268,"12,000 lb (5,400 kg)",Surface-to-surface cruise missile,MGM-1 Matador,"4,600 lbf (20,000 N) thrut Allion J33-A-37 turbojet utainer engine; 55,000 lbf (240 kN) thrut Aerojet General olid fuel rocket, 2  burn",Launch test,39 ft 6 in (12.04 m),United States,,Nuclear W-5 (50 kt yield)[1][2],1949 (first flight),4 ft 6 in (1.37 m),"""A"" Radar directed radio command guidance system; ""C"" same plus Shanicle",
269,"11,000 lb (5,000 kg)",Variants II IIa IIb,MGM-5 Corporal,"89 kN (20,000 lbf)",,45 ft 4 in (13.82 m),United States," Approximately 1,000 lb (450 kg)[3]"," Approximately 1,000 lb (450 kg)[3]",1952; 72 years ago (1952),30 in (76 cm),,Liquid fuel
271,"2,300 pounds (1,000 kg)[2]",Tactical ballistic missile,MGM-18 Lacrosse,,Launching,19 feet 2.4 inches (5.852 m)[2],United States, 540 pounds (240 kg)[2], 540 pounds (240 kg)[2],1947–1956,20.5 inches (520 mm)[2],Radio Command guidance,Thiokol XM10 or XM10E1 solid-fuel rocket[2]
273,"10,100 lb (4,600 kg)",Tactical ballistic missile,MGM-29 Sergean,"Thiokol XM100200 kN (45,000 lbf)",Launch of a MGM-29,34 ft 6 in (10.52 m),United States,,W52 (M65) nuclear,1955,31 in (79 cm),Inertial,Solid fuel
274,"10,275 pounds (4,661 kg)[1]",Surface-to-surface guided missile,MGM-31 Pershing,"Firt tage: Thiokol TX-17425,900 pound-force (115 kN) 38.3 Second tage: Thiokol TX-17519,100 pound-force (85 kN) 39",M790 erector launcher,34.6 feet (10.5 m),United States,,,1965–1969,40 inches (1 m),Eclipse-Pioneer ST-120 inertial guidance,
275,MGM-51A: 59.1 lb (26.8 kg)MGM-51B/C:61.3 lb (27.8 kg),Surface-to-surface missile,MGM-51 Shillelagh,Amoco Chemical Hercule olid-fuel rocket,"Tank (M551 Sheridan, MBT/KPz-70, and M60A2)",MGM-51A: 3 feet 7.7 inches (1.110 m)MGM-51B/C: 3 feet 9.4 inches (1.153 m),United States,,15 pounds (6.8 kg) Shaped Charge  including 8 pounds (3.6 kg) of Octol Explosive,,6 inches (150 mm),Infra-red signal link,
276,"2,850–3,367 lb (1,293–1,527 kg) depending on warhead[3]",Tactical ballistic missile,MGM-52 Lance,Liquid-propellant rocket,MGM-52 Lance missile erected for launch from the tracked M752 Self-Propelled Launcher.,20 ft (6.1 m),United States,,1 W70 nuclear or M251 high explosive submunitions[3],,22 in (560 mm),inertial guidance,
277,,Rocket artilleryTactical ballistic missile,MGM-140 ATACMS,,"M270, HIMARS",,United States,,,1986,,Guidancetype,
278,"13,600 kg (30,000 lb)",Intercontinental ballistic missile,MGM-134 Midgetman,Solid-fuel rocket,TransportHard Mobile Launcher (HML),14 m (46 ft),United States,,,,1.17 m (3 ft 10 in),"Inertial, GPS",solid propellant
114,"2600 lb (1,180 kg)",Anti-satellite missile,ASM-135 ASAT,,LauncherOne,18 ft (5.48 m),United States,,Kinetic energy kill,,20 in (50.8 cm),Infrared homing seeker,
127,"3,800 lb (1,700 kg)",Anti-ship missile,AUM-N-2 Petrel,"Fairchild J44 turbojet1,000 lbf (4.4 kN)",Launching,24 ft (7.32 m),United States,,Mark 41 torpedo,,24 in (61 cm),,JP-4
134,,Anti-tank missile,BGM-71 TOW,,Launch weight,,United States,M777 light 155mm howitzer,,1963–1968,,"Optically tracked, wire-guided (wireless radio-guided in RF variants)",
135,,Intercontinental ballistic missile,BGM-75 AICBM,Solid fuel rocket,"Silos, railway",,United States,,10–20 MIRV,,,Inertial,
136,"2,900 lb (1,300 kg), 3,500 lb (1,600 kg) with booster",Cruise missileAnti-ship missile[1] (Block V & TASM variants)Submarine-launched cruise missileLand-attack missileSurface-to-surface missile[2],Tomahawk (missile),William International F107-WR-402 turbofan uing TH-dimer fuel and a olid-fuel rocket booter,XM501 Non-Line-of-Sight Launch System,18 ft 3 in (5.56 m) without booster;20 ft 6 in (6.25 m) with booster,United States,Mark 54 Light Torpedo,"Nuclear: W80 warhead (yield 5 to 150 kilotonnes of TNT (21 to 628 TJ)) (retired)[6]Conventional: 1,000 pounds (450 kg) high explosive or submunition dispenser with BLU-97/B Combined Effects Bomb or PBXN",,20.4 in (0.52 m),"GPS, INS, TERCOM, DSMAC, active radar homing (RGM/UGM-109B)",
153,"255,950 lb (116,100 kg) for Atlas D w/o payload, 260,000 lb (117,900 kg) for Atlas D with Mk 2/3 RV and W49 warhead, 268,000 lb (121,560 kg) for Atlas E&F with Mk 4 RV and W38 warhead",,SM-65 Atlas,,Cape Canaveral Air Force Station Launch Complex 14,"75 ft 1 in (22.89 m) with Mk 2 re-entry vehicle, 82 ft 6 in (25.15 m) with Mk 3",United States,,,1953 (XB-65),10 ft 0 in (3.05 m),,RP-1/LOX
155,"Stationed at: Otis Air Force Base BOMARC site, achusetts",Surface-to-air missile,CIM-10 Bomarc,,,,United States,,W40 nuclear warhead,,35 in (890 mm),"Initially ground-controlled, active radar homing terminal guidance",
449,"900 kg (2,000 lb)[1]",Mobile anti-ballistic missile system,Terminal High Altitude Area Defense,Single-tage rocket,United Launch Alliance,6.17 m (20 ft 3 in)[1],United States,,,1987,340 mm (13 in) (booster); 370 mm (15 in) (kill vehicle)[1],Indium-antimonide imaging infra-red seeker head,Pratt & Whitney solid-fueled rocket
455,"35,700 lb (16,200 kg)",Submarine-launched ballistic missile,UGM-27 Polaris,"Firt tage, Aerojet General Solid-fuel rocketSecond tage, Hercule rocket",Launch platform,,United States,,"1 x W47, 3 × W58 thermonuclear weapon",1956–1960,"4 ft 6 in (1,370 mm)",Inertial,Solid propellant
456,"64,400 pounds (29,200 kg)",Strategic SLBM,UGM-73 Poseidon,"Two-tage olid-fuel rocket, each ingle nozzle with thrut vectoring",,34.1 feet (10.4 m),United States,,10 or 14 W68 warheads in Mark 3 RVs; 40 kilotonnes of TNT (170 TJ)[1],,74 inches (1.9 m),Inertial,
457,"6,000 lb (2,700 kg)[2][5]",Standoff Anti-Submarine & Anti-ship,UGM-89 Perseus,Solid propellant rocket motor[5][6],Submarine[2][3][4][5],25 ft (7.6 m)[2][5],United States,Overall launch,,,30 in (760 mm)[2][5],,
458,"73,066 pounds (33,142 kg)",SLBM,UGM-96 Trident I,Solid-fuel rocket,Ballistic Missile Submarine,33 feet (10.2 m),United States,,Up to eight W76 warheads in Mark 4 RBs with a yield of 100 kilotonnes of TNT (420 TJ) each.,,71 inches (1.8 m),Astro-inertial guidance,
459,"130,000 lb (59,000 kg)[2]",SLBM,UGM-133 Trident II,Three olid-fuel rocket motor; firt & econd tage – Thiokol/Hercule olid-fueled rocket; third tage – United Technologie Corp. olid-fueled rocket[6],Ballistic missile submarine,44 ft 6.6 in (13.579 m),United States,Throw- (kg),1–12 Mk-5 RV/W88 (475 kt) or  1–14 Mk-4 RV/W76-0 (100 kt) or  1–14 Mk-4A RV/W-76-1 or(90 kt) or  unknown Mk-7 RV/W93 (unknown  kt)[3]  Single or multiple W76-2 (5–7 kt)[4][5],,6 ft 11 in (2.11 m) (1st stage)[2],MK 6 astro-inertial guidance which is able to receive Global Positioning System updates[2][11],"NEPE-75:[7] Nitrate ester, plasticized polyethylene glycol-bound HMX, Aluminum, ammonium perchlorate"
462,"4,000 lb (1,800 kg)",Standoff anti-submarine weapon,UUM-44 SUBROC,Solid rocket booter,Submarine,22 ft (6.7 m),United States,,250 kt W55 nuclear depth bomb,,21 in (53 cm),Inertial guidance ballistic trajectory,
463,"1,400 kg (3,086 pounds)",Standoff Anti-Submarine,UUM-125 Sea Lance,Hercule EX 116 MOD 0 olid-fuel rocket,Submarines• Los Angeles class• Seawolf classSurface Warships• Ticonderoga class• Spruance class• Arleigh Burke class,6.25 m (20 ft 6 in),United States,,,,53.3 cm (21.0 in) (capsule diameter),Mk 117 digital fire-control system,
310,"16,451 pounds (7,462 kg)[1]",Medium-range ballistic missile,Pershing II,"Hercule, two-tage, olid propellant",Ground Integrated Electronics Unit (GIEU): Consists of Launch Control Assembly (LCA) and Power Control Assembly (PCA) with the protective door.,,United States,," section support structure. Conical aluminum alloy assembly covered with ablative material.
",1973–1981," min
",Guidance and control section with adapter,
314,"61,207 pounds (27,763 kg) at ignition",Tactical ballistic missileshort-range ballistic missile,PGM-11 Redstone,"Rocketdyne North American Aviation 75–110 A-778,000 pound-force (350 kN) thrut at ea level for 121 econd",Cape Canaveral Air Force Station Launch Complex 14,69.3 feet (21.1 m),United States,,,1950–1952,5.83 feet (1.8 m),Ford Instrument Company ST-80 inertial guidance,ethyl alcoholliquid oxygen
315,"49,590 kilograms (109,330 lb) at start.",Intermediate-range ballistic missile,PGM-17 Thor,,Launches,19.76 metres (64 ft 10 in).,United States,,,1957,2.4 metres (8 ft).,,"liquid propellant, monometilgydrasine (LD=1g)"
316,"49,800 kg (110,000 lb)",Medium-range ballistic missile (MRBM),PGM-19 Jupiter,:,Cape Canaveral Air Force Station Launch Complex 14,,United States,,W38 warhead 3.75 Mt or W49 1.44 Mt,1954,,," slosh led to control failure and missile breakup T+93 seconds.
"
348,"13,685 pounds (6,207 kg)",Cruise missile,SSM-N-8 Regulus,"Allion J33-A-14 turbojet 4,600 lbf (20 kN)2 × booter rocket  33,000 lbf (150 kN)",Launching,32 feet 2 inches (9.80 m),United States,,"3,000 pounds (1,400 kg) such as the W5 warhead or the W27 warhead",,4 feet 8.5 inches (1.435 m),,
350,,Surface-to-surface missile,RGM-59 Taurus,,,,United States," 1,000 pounds (450 kg)"," 1,000 pounds (450 kg)",1961-1965,,Midcourse: InertialTerminal: Passive homing,
352,"3,000 lb (1,400 kg)missile: 1,180 lb (540 kg),booster: 1,820 lb (830 kg)",Medium Range Surface-to-air missile,RIM-2 Terrier,olid fuel rocket,Launching,27 ft (8.2 m),United States,,218 lb (99 kg) controlled-fragmentation or 1kT W45 nuclear warhead,,13.5 in (34 cm),Guidance,solid rocket fuel
353,510 lb (230 kg),Surface-to-air missile,RIM-7 Sea Sparrow,Hercule MK-58 olid-propellant rocket motor,Ship,12 ft (3.7 m),United States,,"Annular blast fragmentation warhead, 90 lb (41 kg)",,8 in (20 cm),Semi-active radar homing,
354,"7,800 lb (3,500 kg) (missile: 3,400 lb (1,500 kg), booster: 4,400 lb (2,000 kg))",Surface-to-air missile,RIM-8 Talos,"Stage 1: Hercule MK 11 olid-fueled rocket booter, Stage 2: Bendix ramjet utainer20,053lbf, 89.20kN",Launching,32 ft (9.8 m),United States,,211 kg (465 lb) continuous-rod HE warhead or W30 nuclear warhead (2–5 kt),,28 in (71 cm),Radar beam riding and (non-nuclear variants) semi-active radar homing,
355,"1,200 lb (540 kg)[1]",Medium range surface-to-air missile,RIM-24 Tartar,"Dual thrut, Solid-fuel rocket",Surface ship,186 in (470 cm)[1],United States,,130 lb (59 kg) continuous-rod,,13.5 in (34 cm),SARH,Solid Rocket Fuel
356,"1,700 lb (770 kg) without booster3,620 lb (1,640 kg) with booster",Long range surface-to-air missile,RIM-50 Typhon,"Booter, olid-propellant rocketSutainer, Bendix ramjet",Launching,15 ft 6 in (4.72 m) without booster27 ft 7 in (8.41 m) with booster,United States,,150 lb (68 kg) high explosiveor W60 nuclear,,16 in (410 mm) missile18.5 in (470 mm) booster,Inertial cruise; SARH terminal,
357,"2,980 lb (1,350 kg)SM-2ER Block IV: 3,225 lb (1,463 kg)",Extended range surface-to-air missile with anti-ship capability,RIM-67 Standard,"Two-tage, olid-fuel rocket; utainer motor and booter motor",XM501 Non-Line-of-Sight Launch System,26.2 ft (8.0 m)SM-2ER Block IV: 21 ft 6 in (6.55 m) with booster,United States,Mark 54 Light Torpedo,"Radar proximity and contact fuse, high explosive 137 lb (62 kg) continuous rod, later blast fragmentation"," for modified Aegis VLS ships capable of tracking both TBM's and aircraft.
",SM-2ER Block IV:Main body: 13.5 in (34.3 cm)Booster: 21 in (53.3 cm),Guidance and control modifications for better performance in severe ECM environments,
358,,Surface-to-air missile,RIM-85,,,,United States,,,1968,,,
359,,Surface-to-air missile,RIM-101,,,,United States,,PBX-W107,1973,,Midcouse: semi-active radar homingTerminal: infrared homing,
360,,Surface-to-air missile,RIM-113,,,,United States,,,1976-1979,,,
363,620 lb (280 kg),Medium-range surface-to-air missile  Surface-to-surface missile[1],RIM-162 ESSM,Mk 134 Mod 0 olid fuel rocket,Launch controller(1 per 16 missiles),12 ft (3.66 m),United States,,86 lb (39 kg) blast-fragmentation,,10 in (254 mm),"Mid-course update datalinkTerminal semi-active radar homing for Block 1, dual semi-active/active radar homing for Block 2[6]",
377,"1,409 lb (639 kg)",Anti-submarine missile,RUM-139 VL-ASROC,Two-tage olid-fuel rocket,United Launch Alliance,16 ft 1 in (4.89 m),United States,,RUM-139A: Mark 46 Mod 5 torpedo,1983 – 1993,1 ft 2 in (358 mm),Inertial guidance and Mk 210 Mod 0 Digital Autopilot Control subsystem,
378,"1,073 pounds (487 kg)[2]",Standoff anti-submarine ballistic missile[1],RUR-5 ASROC,International Turbine  Company,Surface ships[1],14.75 ft (4.50 m)[2],United States,Mark 54 Light Torpedo,"Mark 46 torpedo, 96.8 pounds (43.9 kg)[2] of PBXN-103 high explosive; 10 kt (42 TJ) W44 nuclear warhead (retired)",,16.6 inches (420 mm),,
428,"48,150 pounds (21,840 kg) without boosters; 60,000 pounds (27,000 kg) with boosters",Surface-to-surface cruise missile,SM-62 Snark,"1 Pratt & Whitney J57 jet engine; and 2 Aerojet olid-propellant rocket booterJ57 turbojet: 10,500 pound-force (47,000 N) of thrut; booter rocket: 130,000 pound-force (580,000 N) of thrut",Launch test,67 feet 2 inches (20.47 m),United States,,W39 thermonuclear warhead (explosive yield: 3.8 megatons),,,"astro-inertial guidance with design CEP of 8,000 feet (2,400 m).",
432,"7,700 pounds (3,500 kg)",Anti-ballistic missile,Sprint (missile),"1t tage: Hercule X-265 650,000 pound-force (2,900 kN);2nd Stage: Hercule X-271",Silo,26.9 feet (8.20 m),United States,,W66 nuclear low kt,,53 inches (1.35 m),Radio command guidance,Solid fuel
436,"30,000 pounds (14,000 kg)",Cruise missile,SSM-N-2 Triton,"olid-fuel rocket booter,liquid-fuel ramjet utainer[1][2]",Launching,47 feet 0 inches (14.33 m),United States,,2MT W27 thermonuclear warhead[1][2],,4 feet 9 inches (1.45 m),Astro-inertial or inertial + magnetic; infrared or active radar homing terminal guidance,
443,100 lb (45 kg),Anti-tank missile,SSM-A-23 Dar,Dual-thrut olid-fuel rocket,,5 ft (150 cm),United States,,Shaped charge,,8 in (200 mm),Manual command to line of sight,Solid fuel
690,608 lb (276 kg)[2],Lightweight torpedo,Mark 54 Lightweight Torpedo,Reciprocating external combution,XM501 Non-Line-of-Sight Launch System,106.9 in (2.72 m)[2],United States,Mark 54 Light Torpedo, 96.8 lb (43.9 kg)[2],1999,12.75 in (324 mm)[2],Active or passive/active acoustic homing,Otto II (liquid)
1042,"2,460 lb (1.12 t) total1,000 lb (0.454 t) sustainer1,460 lb (0.7 t) booster",Surface-to-air missile,MIM-3 Nike Aja,"Solid rocket booterliquid fuel utainer55,000 lbf (240 kN) booter2,600 lbf (12 kN) utainer",fixed erector/launchers,32 ft 8 in (9.96 m) overall20 ft 11 in (6.38 m) sustainer13 ft 2 in (4.01 m) booster,United States,,3 warheads using Comp B,,14.6 in (0.37 m) sustainer16.2 in (0.41 m) booster,command guidance,JP-4/UDMH and RFNA (sustainer)
1048,300 pounds (140 kg),Target drone,Northrop AQM-38,Aerojet 530NS3536 lbf (160 N),F-89 Scorpion,9 feet 8 inches (2.95 m),United States,,,,12 inches (300 mm),,Solid fuel
1052,,Anti-ballistic missile,Nike Zeus,"450,000 lbf (2,000 kN)  booter",silo,,United States,,,,,command guidance,
865,508 lb (230 kg),Lightweight anti-submarine torpedo[1],Mark 46 torpedo,"Two-peed, reciprocating external combution","Mark 32 Surface Vessel Torpedo Tubes, ASW Aircraft, RUM-139 VL-ASROC",8 ft 6 in (2.59 m),United States,Mark 54 Light Torpedo, 96.8 lb (43.9 kg),1960[1],12.75 in (323.8 mm),Active or passive/active acoustic homing,Otto fuel II
1074,"2,400 pounds (1,100 kg)",Target drone,AQM-127 SLAT,Marquardt ramjet with integrated Thiokol olid rocket booter,,17.9 ft (5.47 m),United States,,,1984,21 in (54 cm),,
1084,"2,760 lb (1,250 kg) (est)",Anti-ship missile,AGM-158C LRASM,William F107‐WR‐105 turbofan,Air launched:– B-1 Lancer– F/A-18E/F Super Hornet– F-35 Lightning II (integrating)– P-8 Poseidon (integrating)Surface launched:– Mk 41 VLS– HIMARS (exploring),14 ft (4.26 m) (est),United States," 1,000 lb (453.6 kg)"," 1,000 lb (453.6 kg)",2009–2017,,"GPS, INS, IIR (EO),with AI guidance in on-board sensors (to detect high-value target)",
1090,"3,300 lb (1,500 kg)",Surface-to-air missile (Primary role)  Anti-ballistic missile (Terminal phase) Anti-ship missile (Secondary role),RIM-174 Standard ERAM,"Two Stage: Solid rocket booter, olid rocket booter/utainer",Surface ship,21.5 ft (6.6 m),United States,,140 lb (64 kg) blast fragmentation[7],,13.5 in (0.34 m) for Block IA21 in (0.53 m) for Block IB,"Inertial guidance, terminal active and semi-active radar homing",
1096,,Beyond-visual-range air-to-air missile,AIM-260 JATM,,United Launch Alliance,,United States,,High explosive blast-fragmentation,,,"inertial guidance, two way data link, active radar homing",
1098,"2,700 pounds (1,200 kg)",Air-to-surface missile,ASALM,Marquardt rocket/ramjet,,14 feet (4.3 m),United States,,W69 thermonuclear,,,Inertial + passive antiradiation and active radar homing for air-to-air mode[1],
1099,,Anti-radiation missile,Brazo,Rocketdyne Mk 38,,12.0 feet (3.66 m),United States, 65 pounds (29 kg), 65 pounds (29 kg),1972-1973,8 inches (200 mm),,Solid fuel
1101,"21,600 kilograms (47,600 lb)[1]",Anti-ballistic missile,Ground-Based Interceptor,"Solid-fuel booter, liquid-fuel vehicle[2]",Silo,16.61 metres (54.5 ft)[1],United States,,Exoatmospheric Kill Vehicle,,1.28 metres (4.2 ft)[1],Inertial + imaging infrared,
1102,,Hypersonic air-launched anti-ship missile,Hypersonic Air Launched Offensive Anti-Surface,,F/A-18E/F Super Hornet,,United States,,,,,,
1103,,Hypersonic air-launched cruise missile,Hypersonic Attack Cruise Missile,Scramjet,F-15E Strike Eagle[2],,United States,,,,,,
1104,400 pounds (180 kg),Air-to-air missile,Have Dash,Rocketdyne Mk 58 Mod 5,,12 feet (3.7 m),United States,,,1990–1992,,,Solid fuel
1106,,Mobile Ballistic Missile Defense System,Kinetic Energy Interceptor,olid fuel rocket,,466 in (11.8 m),United States,,,,40 in (1.0 m),,
1108,"16,300 lb (7,400 kg)[1]",,Long-Range Hypersonic Weapon,,,,United States,,,,34.5 in (0.88 m)(reportedly)[5],,
1112,,Hypersonic glide vehicle medium-range ballistic missile[1],OpFires,rocket motor,specialized MRP for Palletized Load System,,United States,,,,,,
1113,,Rocket artilleryShort-range ballistic missile,Precision Strike Missile,,"M270 MLRS, M142 HIMARS",13 feet (4.0 m),United States,Shell 91 kg,,,17 inches (430 mm),,
1115,,Air-to-surface missile,Wagtail (missile),International Turbine  Company,B-58 Hustler,5.6 feet (1.7 m),United States,,,1956–1961,12 inches (300 mm),,Solid fuel
290,5 lb (2.3 kg),"Short-range, Active radar homing, Passive radar homing surface-to-air missile",Miniature Hit-to-Kill Missile,Solid-fuel rocket motor,Multi-Mission Launcher,2.5 ft (0.76 m),United States of America,,,,1.6 in (41 mm),Active or Passive radar guidance,
1116,"24,040 kg","Multiple rocket launcher",M270 Multiple Launch Rocket System,"Cummin VTA-903 dieel engine[5]500 hp (373 kW) at 2600 rpm[5]600 hp (447 kW) (M270A1)[1]","United Launch Alliance","274.5 in (6.97 m)[5]","United States","Power/18.9 hp/ST (15.5 kW/t) (M270)[5]",,"1977",,,
185,9.7 kg (21 lb),Anti-Tank Missile Launcher,FGM-172 SRAW,,Man-portable launcher,70.5 cm (2.31 ft),"United States, Israel",,FGM-172A: explosively formed penetratorFGM-172B: multipurpose blast warhead,1990–2002,139 mm (5.5 in),PLOS (Predicted Line Of Sight),
294,"104,500 kg (230,400 lb)"," numbers(1947–1955)
",RT-23 Molodets,,Launch mass (t),"23,400 mm (920 in)",USSR,,'s,,"2,410 mm (95 in)","Inertial, autonomous",Solid fuel
205,"29,100 kg"," numbers(1947–1955)
",R-5 Pobeda,,,20.75 m,USSR,,"80 kt, 1 Mt thermonuclear warhead",,1.65 m,inertial guidance plus radio command guidance,Liquid (92% Ethanol/water solution & LOX)
327,"13,430 kg (29,610 lb)[2]",Tactical ballistic missile,R-1 (missile),,White Sands V-2 Launching Site,"14,650 mm (48 ft 1 in)",USSR,,,,"1,650 mm (5 ft 5 in)",,
328,"19,632 kg"," numbers(1947–1955)
",R-2 (missile),,White Sands V-2 Launching Site,17.65 m,USSR,,,,1.65 m,,LOX / Alcohol
332,86.3 t," numbers(1947–1955)
",R-14 Chusovaya,,"Silo, pad, or mobile launcher","24,400 mm",USSR,Blast yield1 Mt (light warhead)[1][2][3]2-2.3 Mt (heavy warhead)[1][4][3], 680 kg,1958-1960,"2,400 mm",inertial guidance,Hydrazine/Nitrogen tetroxide
337,"R-27/R27-U: 14,200 kg (31,300 lb)R-27K: 13,250 kg (29,210 lb)",,R-27 Zyb,,Launch Date,R-27/R27-U: 8.890 m (29.17 ft)R-27K: 9.000 m (29.528 ft),USSR,,"Payload capacityR-27: 650 kg (1,430 lb) Single [1]R-27U: 650 kg (1,430 lb) Single  or3x 0.2 MT s 170 kg (370 lb) each[1]",1962 - 1968,R-27/R27-U/R-27K: 1.500 m (4.92 ft),,N2O4/UDMH
369,"35,500 kg (78,300 lb)",Intercontinental ballistic missile,RT-1,,,18.3 m (60 ft),USSR,,600–1000 kt nuclear warhead,,2 m (6 ft 7 in),,
373,"16,000 kg (35,000 lb)"," numbers(1947–1955)
",RT-15,,,11.93 m (39.1 ft),USSR,,1 Mt nuclear warhead,,1.49 m (4 ft 11 in),,
374,"30,200 kg (66,600 lb)+545 kg (1,202 lb) (Light Warhead version)+1,410 kg (3,110 lb) (Heavy Warhead version)"," numbers(1947–1955)
",RT-20P,,TEL; platform based on T-10 tank,17.48 m (57.3 ft) 'Light' Warhead17.80 m (58.4 ft) 'Heavy' Warhead,USSR,,Single 0.4 MT 'Light'  orSingle 1 MT 'Heavy',1961-1964,1.8 m (5 ft 11 in),inertial,Solid AK-27P + UDMH
400,"9,700 kg (21,400 lb)"," numbers(1947–1955)
",TR-1 Temp,,Road-mobile TEL,"12,400 mm (490 in)",USSR,,Single 500 kt warhead,,"1,010 mm (40 in)",Inertial,
845,"15,240 kg (33,600 lb)",Multiple rocket launcher,BM-24,V-54-T 250HP12-cylinder dieel,,5.8 m (19 ft 0 in),USSR,,,,Caliber: 240 mm (9.4 in),,
883,,cruise missile,10Kh,Chelomey D-3ca 3.924 kN (882 lbf) thrut,Petlyakov Pe-8  Tupolev Tu-2LL,,USSR,,,1945,,,Gasoline
919,"5,800 kg (12,800 lb)"," numbers(1947–1955)
",R-17 Elbrus,,TEL,"11,200 mm (36.7 ft)",USSR,,,1956–1958,880 mm (2.89 ft),,UDMH/HNO3
1000,"18,145 kg (40,003 lb)",Multiple rocket launcher,BM-25 (multiple rocket launcher),YaMZ-206B 6-cylinder205 HP dieel,,"Shell: 5.8 m (19 ft 0 in)Weight: 455 kg (1,003 lb)",USSR,,,1953,,,
711,,Multiple rocket launcher,Katyusha rocket launcher,,,,"Voronezh, Russian SFSR, Soviet Union",,,,,,
70,,,AGM-159 JASSM,,,,,,,,,,
71,49 kg (108 lb),ASM,AGM-169 Joint Common Missile,Solid-fueled rocket motor,United Launch Alliance,1.775 m (5 ft 10 in),,,Multi-purpose shaped charge/blast fragmentation,,0.178 m (7 in),"Semi-active laser guidance, imaging infrared and millimeter-wave active radar homing",
72,108 lb (49 kg),Air-to-surface missile,AGM-179 JAGM,,United Launch Alliance,"70 in (1,800 mm)",,,,,7 in (180 mm),Semi-active laser and millimeter-wave radar,
85,,,AIM-26 Falcon,,,,,,,,,,
86,,,AIM-47 Falcon,,,,,,,,,,
89,,,AIM-82,,,,,,,,,,
91,,,AIM-95 Agile,,,,,,,,,,
94,,,AIM-152 AAAM,,,,,,,,,,
99,,,Argentina and weapons of mass destruction,601t er Grouping,,,,,,,,,
100,268 kg (591 lb),Air-to-surface anti-radar missile,ALARM,Bayern Chemie two tage olid-fuel rocket motor,"Tornado GR.4, Tornado F3, J22 Orao",4.24 m (13 ft 11 in),,,Proximity fused high-explosive,1982,230 mm (9 in),Pre-programmed/passive radar seeker,solid-propellant
102,"14,110 lb (6,400 kg)",Single-stage SRBM,al-Husayn (missile),,3 Mobile launchers:MAZ-Soviet modifiedAl-Whaleed-local productionAl-Nida-local productionConcrete silo,41.5 ft (12.46 m),,,,,3 ft (0.9 m),Inertial,liquid propelled
103,,Single-stage ballistic missile,Al-Samoud 2,,Mobile launcher,"7,14m",,,280kg,,760mm,Inertial,Liquid propellant(Al-Samoud)RFNA/UDMH[1]Solid propellant(Ababil-100)
1,"16,259 kg (35,845 pound)",IRBM second stage[citation needed],Aggrega,A9,White Sands V-2 Launching Site,"14.18 m (46' 6¼"")",,,1000 kg (2204 pound) payload[30],,"1.65 m (5' 5"") maximum",,
11,"490 kg (1,080 lb)",Long range air-to-air missile,R-33 (missile),,"Launch mass, kg",", mm",,," mass, kg
",,380 mm (15 in),inertial and semi-active radar homing; terminal active radar homing (R-33S)[5],
14,"175 kg (R-77), 190 kg (R-77-1)",Beyond visual range air-to-air missile,R-77,,"MiG-21UPG, MiG-29, Su-27, Sukhoi Su-30, Sukhoi Su-34, Sukhoi Su-35, Sukhoi Su-57","3.6 m (R-77), 3.71 m (R-77-1)",,,22.5 kg HE fragmenting (R-77),,200 mm,Transis guiding phase: Inertial guidance with mid-course SARH and datalink update.,
16,," 07
",AAM-3,,,,,,,,,,
17,," 3 Chū-SAM
",AAM-4,,,,,,,,,,
25,,Joint Stock Company,Vympel NPO,,,,,,,,,,
31,,,ADM-141 TALD,,,,,,,,,,
37,"11,000 pounds (5,000 kg)",Air-launched ballistic missile,GAM-87 Skybol,Aerojet General two-tage olid-fuel rocket,Aircraft,38 feet 3 inches (11.66 m),,,W59 thermonuclear weapon (1 megaton),,35 inches (890 mm),inertial guidance,
40,,,AGM-63,,,,,,,,,,
41,,,AGM-64 Horne,,,,,,,,,,
46,,Air-to-ground missile (AGM),AGM-79 Blue Eye,,,13 feet 7 inches (4.14 m),,,,,1 foot 6 inches (46 cm),Electro-optical,
52,,,AGM-87 Focus,,,,,,,,,,
57,,Business unit of Kongsberg Gruppen,Kongsberg Defence & Aerospace,,,,,,,,,,
60,,,AGM-124 Wasp,,,,,,,,,,
67,,,AGM-153,,,,,,,,,,
